Dialect,序號,詞目,詞性,詞目索引,音讀,音讀（符號）,PFS,PFS輸入式,方言點,釋義,例句,相似詞,相反詞,對應音檔名稱
南四縣腔,11696,日落西山,動, ,ngid2 log5 xi24 san24,ngidˋ log xiˊ sanˊ,ngit-lo̍k-sî-sân,ngit6-lok5-si1-san1,,原指太陽落於在西邊山下，指黃昏的時候。亦喻為繁盛的事物變為衰落。　,例：大頭家換人以後，公司乜日落西山了。(（大老闆換人以後，公司也變得衰落了。）), , ,hk0000009415-1-6　
南四縣腔,11697,日月如梭,形, ,ngid2 ngiad5 i11 so24,ngidˋ ngiad iˇ soˊ,ngit-ngia̍t-yì-sô,ngit6-ngiat5-yi2-so1,,形容時光過得很快。　,例：正經係日月如梭，一年又過忒了。(（真是日月如梭，一年又過去了。）), , ,hk0000009416-1-6　
南四縣腔,11698,日仔像貓毛恁多,諺, ,ngid2 e31 qiong55 meu55 mo24 an31 do24,ngidˋ eˋ qiong meu moˊ anˋ doˊ,ngit é chhiong meu mô án tô,ngit6 e3 chhiong4 meu4 mo1 an3 to1,,日子像貓的毛那樣多。比喻有很多空閒的時間。　,例：佢退休以後，正知麼个係「日仔像貓毛恁多」。(（他退休以後，才知道什麼是「日子像貓毛這麼多」。）), , ,hk0000009418-1-6　
南四縣腔,11699,日求三餐，夜求一宿,諺, ,ngid2 kiu11 sam24 con24，ia55 kiu11 id2 xiug2,ngidˋ kiuˇ samˊ conˊ，ia kiuˇ idˋ xiugˋ,ngit khiù sâm chhôn，ya khiù yit siuk,ngit6 khiu2 sam1 chhon1，ya4 khiu2 yit6 siuk6,,白天只求能有三餐，夜晚只求有一處安寢。形容慾望不高，只要求人生基本的溫飽。　,例：厥公司倒忒了，這下佢單淨想日求三餐，夜求一宿。(（他的公司倒掉了，現在他只想求得基本生活的溫飽。）), , ,hk0000009419-1-6　
南四縣腔,11700,日仔吂到，毋係天公毋報,諺, ,ngid2 e31 mang11 do55，m11 he55 tien24 gung24 m11 bo55,ngidˋ eˋ mangˇ do，mˇ he tienˊ gungˊ mˇ bo,ngit é màng to，m̀ he thiên kûng m̀ po,ngit6 e3 mang2 to4，m2 he4 thien1 kung1 m2 po4,,日子未到，不是老天沒有給報應。比喻為善為惡都會有相對的果報。　,例：壞事莫去做，愛記得日仔吂到，毋係天公毋報。(（壞事不要去做，要記得日子未到，不是老天不給報應。）), , ,hk0000009420-1-6　
南四縣腔,11701,日頭下看影仔－－自看自大,諺, ,ngid2 teu11 ha24 kon55 iang31 e31－－cii55 kon55 cii55 tai55,ngidˋ teuˇ haˊ kon iangˋ eˋ－－cii kon cii tai,ngit thèu hâ khon yáng é－－chhṳ khon chhṳ thai,ngit6 theu2 ha1 khon4 yang3 e3－－chhii4 khon4 chhii4 thai4,,在太陽底下看自己的影子，影子比自己的形體大上許多，感覺自己很龐大。比喻一個人只關注自己，因此自滿自大起來。　,例：做學問愛長透摎別人討論，莫日光下看影仔－－自看自大。(（做學問要常常和別人討論，不可以像在日光下看自己的影子－－自滿自大。）), , ,hk0000009421-1-6　
南四縣腔,11702,日時毋好講人，暗時毋好講鬼,諺, ,ngid2 sii11 m11 ho31 gong31 ngin11，am55 sii11 m11 ho31 gong31 gui31,ngidˋ siiˇ mˇ hoˋ gongˋ nginˇ，am siiˇ mˇ hoˋ gongˋ guiˋ,ngit sṳ̀ m̀ hó kóng ngìn，am sṳ̀ m̀ hó kóng kúi,ngit6 sii2 m2 ho3 kong3 ngin2，am4 sii2 m2 ho3 kong3 kui3,,白天最好別談人，晚上最好別談鬼。比喻不隨意談論他人。　,例：日時毋好講人，暗時毋好講鬼，莫在人背後講是非。(（白天最好別談人，晚上最好別談鬼，不要在人背後談是非！）), , ,hk0000009422-1-6　
南四縣腔,11703,艾, , ,ngie55,ngie,ngie,ngie4,,1.見「艾仔」。　2.姓。　,, , ,hk0000009423-1-6　
南四縣腔,11704,艾仔, , ,ngie55 e31,ngie eˋ,ngie-é,ngie4-e3,高樹|ngie55 i31,艾草。　,例：清明節前，阿姆摘蓋多艾仔，準備打艾粄。(（清明節前，媽媽採許多艾草，準備製作艾草糕。）), , ,hk0000009426-1-6　
南四縣腔,11705,蟻,名, ,ngie55,ngie,ngie,ngie4,,螞蟻。　,例：蟻公。, , ,hk0000009427-1-6　
南四縣腔,11706,蟻公, , ,ngie55 gung24,ngie gungˊ,ngie-kûng,ngie4-kung1,,螞蟻。　,例：係分烏色个蟻公咬著，會感覺又痛又癢。(（若是被黑色的螞蟻咬到，會感覺既痛又癢。）),蟻仔, ,hk0000009428-1-6　
南四縣腔,11707,月,名, ,ngiad5,ngiad,ngia̍t,ngiat5,,1.月亮、月球。　2.每個月的。　3.圓形像月亮的。　4.量詞。為計算時間的單位。是月球繞行地球一周所需的時間。十二個月為一年。　5.姓。　,"例：月光華華(（月光明亮的樣子）)
例：月給。
例：月光餅。", , ,hk0000009429-1-6　
南四縣腔,11708,月華,名, ,ngiad5 fa11,ngiad faˇ,ngia̍t-fà,ngiat5-fa2,,月亮。　,例：暗晡夜無看著月華，看氣象正知天氣愛變了。(（晚上沒看到月亮，看氣象才知道天氣要變了！）),月光, ,hk0000009433-1-6　
南四縣腔,11709,月光,名, ,ngiad5 gong24,ngiad gongˊ,ngia̍t-kông,ngiat5-kong1,,月亮。　,例：今晡日係月半，難怪月光又大又圓。(（今天是農曆十五日，難怪月亮又大又圓。）),月華, ,hk0000009435-1-6　
南四縣腔,11710,月期, , ,ngiad5 ki11,ngiad kiˇ,ngia̍t-khì,ngiat5-khi2,高樹|ngied5 ki11,月經。　,例：怕係這下人个營養過足，細妹仔个第一擺月期，拖勻提前兩三年就來吔。(（可能是現代人的營養比較好，女子的第一次月經平均提早兩三年就來了。）),來洗行月仔經期來紅月事, ,hk0000009436-1-6　
南四縣腔,11711,月蝕, , ,ngiad5 sad5,ngiad sad,ngia̍t-sa̍t,ngiat5-sat5,,地球運行到太陽與月球之間，三者正好成一直線時，地球的陰影遮蔽了月球，使月亮上出現黑影的現象，稱為「月蝕」。傳說為「天狗食月」。　,, , ,hk0000009440-1-6　
南四縣腔,11712,月鴿仔, , ,ngiad5  gab2 e31,ngiad  gabˋ eˋ,ngia̍t--kap-é,ngiat5--kap6-e3,高樹|ngied5 gab2 i31,鴿子。　,例：前幾年仔，阿爸識在屋頂畜月鴿仔，不時就聽得著咕咕滾个叫聲。(（幾年前，爸爸曾在屋頂養鴿子，常常聽得到咕嚕咕嚕的叫聲。）),粉鳥仔, ,　
南四縣腔,11713,月光光,形, ,ngiad5 gong24 gong24,ngiad gongˊ gongˊ,ngia̍t-kông-kông,ngiat5-kong1-kong1,,月亮很明亮的樣子。　,例：有條細人唱个童謠安到「月光光」。(（有首小孩唱的童謠叫「月光光」。）), , ,hk0000009445-1-6　
南四縣腔,11714,熱,形, ,ngiad5,ngiad,ngia̍t,ngiat5,,1.溫度高。與「冷」相對。　2.親切、情意深厚。　3.某一種受人喜愛的潮流。　4.姓。　,"例：天時恁熱(（天氣這麼熱）)
例：熱心。
例：觀光熱。", , ,hk0000009447-1-6　
南四縣腔,11715,熱帶, , ,ngiad5 dai55,ngiad dai,ngia̍t-tai,ngiat5-tai4,,地球表面在赤道南北各23.5度間的地方，即位於南北回歸線之間的地球表面地帶。此地帶受到太陽照射能量最多，全年溫度高且變化不大。　,, , ,hk0000009448-1-6　
南四縣腔,11716,熱著, , ,ngiad5 do31,ngiad doˋ,ngia̍t-tó,ngiat5-to3,高樹|ngied5 do31,中暑。　,例：當晝頭日頭恁烈，出門愛擎遮仔無就戴笠嫲，係無會熱著。(（正午太陽很炙熱，出門要撐傘或戴斗笠，不然會中暑。）),發痧翕著, ,hk0000000608-2-6-1　
南四縣腔,11717,熱痱仔, , ,ngiad5 bi55 e31,ngiad bi eˋ,ngia̍t-pi-é,ngiat5-pi4-e3,高樹|ngied5 bi55 i31,痱子。　,例：熱天時節𠊎背囊不時會發熱痱仔，故所吾姐仔會同𠊎挲熱痱粉。(（夏天我背部常常會長痱子，所以我老婆會幫我擦痱子粉。）), , ,hk0000009454-1-6　
南四縣腔,11718,熱死人,形, ,ngiad5 xi31 ngin11,ngiad xiˋ nginˇ,ngia̍t-sí-ngìn,ngiat5-si3-ngin2,,形容天氣非常熱，令人很不舒服的感覺。　,例：今晡日實在會熱死人，毋知幾時正會轉涼？(（今天真是會熱死人，不知道何時才會轉涼？）),熱膨風熱𤐰熱燁燁熱到會死, ,hk0000009457-1-6　
南四縣腔,11719,熱到會死,形, ,ngiad5 do55 voi55 xi31,ngiad do voi xiˋ,ngia̍t-to-voi-sí,ngiat5-to4-voi4-si3,,形容天氣熱的要命。　,例：熱到會死，沒必要就莫出門。(（熱的要命，沒必要就不要出門。）),熱膨風熱𤐰熱燁燁熱死人, ,hk0000009458-1-6　
南四縣腔,11720,研,動, ,ngian24,ngianˊ,ngiân,ngian1,,深入探討研究。　,例：研讀。, , ,hk0000009459-1-6　
南四縣腔,11721,元, , ,ngian11,ngianˇ,ngiàn,ngian2,,1.為首的、最大的。　2.開始的、第一的。　3.朝代名。元世祖忽必烈滅宋後稱帝，建立元朝。版圖跨越亞、歐兩洲，是世界史上罕有的龐大帝國。　4.量詞。計算錢幣的單位。　5.姓。　,"例：元首。
例：元旦。", , ,hk0000009462-1-6　
南四縣腔,11722,元老,名, ,ngian11 lo31,ngianˇ loˋ,ngiàn-ló,ngian2-lo3,,尊稱在一個團體或組織中，任職年資最久的人。　,例：新來个總經理對公司个元老當尊重。(（新任的總經理對公司的元老相當尊重。）), , ,hk0000009464-1-6　
南四縣腔,11723,元素,名, ,ngian11 su55,ngianˇ su,ngiàn-su,ngian2-su4,,構成物質的基本原料，即用普通化學方法不能再分解的物質，可分金屬和非金屬兩類。　,例：想愛知各種東西个元素，做得去請人做分析。(（想要知道各種東西的元素，可以去請人做分析。）), , ,hk0000009467-1-6　
南四縣腔,11724,年,名　形, ,ngian11,ngianˇ,ngiàn,ngian2,,1.地球環繞太陽一周所需的時間。　2.收成。　3.年節。　4.歲數。　5.時代、時期。　6.人生中的某時期。　7.每年的。　8.年節的。　9.量詞，計算時間的單位。　10.姓。　,"例：一年。
例：好年冬(（豐收）)
例：新年。
例：年歲。
例：九十年代。
例：少年時期。
例：年曆。
例：年糕。", , ,hk0000009469-1-6　
南四縣腔,11725,年冬,名, ,ngian11 dung24,ngianˇ dungˊ,ngiàn-tûng,ngian2-tung1,,1.年尾，後亦借指一整年。　2.借指收成。　,"例：逐年年冬，百貨公司全會有年終打折優待。(（每年年尾，百貨公司都會有年終打折優待。）)
例：今年無麼个天災，係隻好年冬。(（今年沒什麼天災，是好年冬。）)",年底年關年下年尾年終年下仔,年頭,hk0000009471-1-6　
南四縣腔,11726,年華,名, ,ngian11 fa11,ngianˇ faˇ,ngiàn-fà,ngian2-fa2,,年紀、年歲。　,例：後生人愛好好把握青春年華，好好讀書，認真做事。(（年輕人要好好把握青春年華，好好讀書，認真做事。）),年歲年紀, ,hk0000009472-1-6　
南四縣腔,11727,年紀, , ,ngian11 gi31,ngianˇ giˋ,ngiàn-kí,ngian2-ki3,高樹|ngien11 gi31,年齡。　,例：年紀年視年會增加，你係愛謀事業，就愛趕後生！(（年紀一年一年會增加，你若是要謀事業，就要趁年輕！）),年歲歲數年數, ,hk0000009473-1-6　
南四縣腔,11728,年下, , ,ngian11 ha24,ngianˇ haˊ,ngiàn-hâ,ngian2-ha1,高樹|ngien11 ha24,近年關的時候。亦可說「年下仔」。　,例：一到年下，家家戶戶都會同屋下拚掃到蓋淨俐。(（年關將至的時候，家家戶戶都會將家裡清理得非常乾淨。）),年底年尾偎年年底下年頷下年下邊年下頭, ,hk0000009474-1-6　
南四縣腔,11729,年輕,形, ,ngian11 kiang24,ngianˇ kiangˊ,ngiàn-khiâng,ngian2-khiang1,,年紀不大的樣子。　,例：後生人年輕氣盛，有跌罪个地方，還請大家多原諒。(（年輕人年輕氣盛，有得罪的地方還請大家多多原諒。）),後生, ,hk0000009475-1-6　
南四縣腔,11730,年級,名, ,ngian11 kib2,ngianˇ kibˋ,ngiàn-khip,ngian2-khip6,,學校中依據學生的修業年限和課程所分的學級。　,例：在臺灣，國中摎高中全各有三段年級。(（在臺灣，國中和高中各有三個年級。）), , ,hk0000009476-1-6　
南四縣腔,11731,年齡, , ,ngian11 lin11,ngianˇ linˇ,ngiàn-lìn,ngian2-lin2,高樹|ngien11 lin11,年紀。　,例：佢保養啊蓋好，嫩相嫩相，看毋出實際个年齡。(（他保養得很好，外表年輕，看不出實際的年齡。）),年紀歲數春秋, ,hk0000009477-1-6　
南四縣腔,11732,年老,形, ,ngian11 lo31,ngianˇ loˋ,ngiàn-ló,ngian2-lo3,,年紀老大。　,例：後生人愛尊敬年老个長輩。(（年輕人要尊敬長輩。）),年紀老,年少,hk0000009478-1-6　
南四縣腔,11733,年年,副, ,ngian11 ngian11,ngianˇ ngianˇ,ngiàn-ngiàn,ngian2-ngian2,,每一年。　,例：學校年年會辦歡迎新生个活動。(（學校每年都會舉辦歡迎新生的活動。）),逐年, ,hk0000009480-1-6　
南四縣腔,11734,年少,形, ,ngian11 seu55,ngianˇ seu,ngiàn-seu,ngian2-seu4,,年紀輕，歲數不大。　,例：後生人還年少，有當多東西做得慢慢學，毋使鬥緊。(（年輕人年紀輕，有許多東西可以慢慢學，不用急躁。）), ,年老年紀老,hk0000009481-1-6　
南四縣腔,11735,年辰, , ,ngian11 siin11,ngianˇ siinˇ,ngiàn-sṳ̀n,ngian2-siin2,高樹|ngien11 xin11,流年。指一年中的景氣。　,例：今年个年辰毋係盡好，禾仔生來無靚，收成毋麼好。(（今年的流年不是很好，禾苗長得不好，沒有好收成。）),年冬年皇, ,hk0000009482-1-6　
南四縣腔,11736,年頭,名, ,ngian11 teu11,ngianˇ teuˇ,ngiàn-thèu,ngian2-theu2,,一年初始的時候。　,例：聽講佢係年頭出世个，故所算來算去比你少一歲。(（聽說她是年頭出生的，所以算起來比你小一歲。）), ,年尾年底年下年冬,hk0000009483-1-6　
南四縣腔,11737,年紀老,形, ,ngian11 gi31 lo31,ngianˇ giˋ loˋ,ngiàn-kí-ló,ngian2-ki3-lo3,,年紀大。　,例：阿伯雖然年紀老，毋過身體已好。(（伯父雖然年紀大，不過身體相當硬朗。）),年老,年少,hk0000009486-1-6　
南四縣腔,11738,年長月久,副, ,ngian11 cong11 ngiad5 giu31,ngianˇ congˇ ngiad giuˋ,ngiàn-chhòng-ngia̍t-kiú,ngian2-chhong2-ngiat5-kiu3,,比喻經過長久的時間。　,例：佢戴在山肚，年長月久學會認識各種个植物。(（他住在山裡，經年累月學會認各種植物。）), , ,hk0000009488-1-6　
南四縣腔,11739,年輕力壯,形, ,ngian11 kiang24 lid5 zong55,ngianˇ kiangˊ lid zong,ngiàn-khiâng-li̍t-chong,ngian2-khiang1-lit5-chong4,,年紀輕且身體強壯。　,例：後生人年輕力壯，愛煞猛，正會出頭天。(（年輕人年輕力壯，要努力，才會有成就。）), , ,hk0000009489-1-6　
南四縣腔,11740,年三夜四,名, ,ngian11 sam24 ia55 xi55,ngianˇ samˊ ia xi,ngiàn-sâm-ya-si,ngian2-sam1-ya4-si4,,指臨近年關時，忙著準備過年的情形。　,例：年三夜四大家無閒直掣，哪有閒好去伯公下打嘴鼓。(（都要過年了大家都忙得不可開交，哪有時間去土地公廟談天說地！）), , ,hk0000009490-1-6　
南四縣腔,11741,年三十暗晡, , ,ngian11 sam24 siib5 am55 bu24,ngianˇ samˊ siib am buˊ,ngiàn sâm sṳ̍p am pû,ngian2 sam1 siip5 am4 pu1,高樹|ngien11 sam24 siib5 am55 bu24,除夕夜。　,例：年三十暗晡，出外做頭路个子子孫孫，全部愛轉歸來食團圓飯。(（除夕夜，外出工作的子孫們，統統要回家吃團圓飯。）),三十暗晡, ,hk0000009491-1-6　
南四縣腔,11742,年怕中秋月怕半,諺, ,ngian11 pa55 zung24 qiu24 ngiad5 pa55 ban55,ngianˇ pa zungˊ qiuˊ ngiad pa ban,ngiàn pha chûng chhiû ngia̍t pha pan,ngian2 pha4 chung1 chhiu1 ngiat5 pha4 pan4,,一到中秋，年已過半。年到中秋已過了一大半，月過十五，很快就換月，時光流逝之快，令人感嘆。　,例：「年怕中秋月怕半」，時間係毋等人个，𥍉下目就過忒一年了。(（「年怕中秋月怕半」，時間是不等人的，一會兒就過了一年了。）), , ,hk0000009492-1-6　
南四縣腔,11743,年到二十七，過年差三日,諺, ,ngian11 do55 ngi55 siib5 qid2，go55 ngian11 ca24 sam24 ngid2,ngianˇ do ngi siib qidˋ，go ngianˇ caˊ samˊ ngidˋ,ngiàn to ngi sṳ̍p chhit，ko ngiàn chhâ sâm ngit,ngian2 to4 ngi4 siip5 chhit6，ko4 ngian2 chha1 sam1 ngit6,,到了農曆十二月二十七日，距離過年就只差三天。過年，是多數人都很期待的假期，大人可以稍稍休息，而小孩子還可以在過年時領到紅包，所以大家都很期待。從句中不難感受到那種興奮。　,例：「年到二十七，過年差三日」。(（「年到二十七，過年差三天」。馬上就要過年了，家家戶戶都很忙碌。）), , ,hk0000009493-1-6　
南四縣腔,11744,言,名, ,ngian11,ngianˇ,ngiàn,ngian2,,1.說、講。　2.所說的話。　,"例：言出必行。
例：言論。", , ,hk0000009494-1-6　
南四縣腔,11745,言行,名, ,ngian11 hang11,ngianˇ hangˇ,ngiàn-hàng,ngian2-hang2,,說話和行為。　,例：爺哀從細教𫣆俚愛言行一致。(（父母從小教我們要言行一致。）), , ,hk0000009495-1-6　
南四縣腔,11746,言論, , ,ngian11 lun55,ngianˇ lun,ngiàn-lun,ngian2-lun4,,言談議論。　,例：各人愛負責各人个言論。(（各人要負責各人的言論。）), , ,hk0000009496-1-6　
南四縣腔,11747,言語,"名
動", ,ngian11 ngi24,ngianˇ ngiˊ,ngiàn-ngî,ngian2-ngi1,,1.所說的話。　2.說話。　,"例：有傷人个言語，大家一聽就知，毋好講恁白。(（有傷人言語的字眼，大家一聽就知道，不須講太清楚。）)
例：看著眼前个風光，阿婆感傷到無辦法言語 。(（看到眼前的風光，奶奶感傷得沒辦法說話。）)", , ,hk0000009497-1-6　
南四縣腔,11748,言出必行,形, ,ngian11 cud2 bid2 hang11,ngianˇ cudˋ bidˋ hangˇ,ngiàn-chhut-pit-hàng,ngian2-chhut6-pit6-hang2,,說出的話一定做到。形容有信用、守承諾。　,例：阿伯做人言出必行，實在當有信用。(（伯伯做人言出必行，真的很有信用。）), , ,hk0000009498-1-6　
南四縣腔,11749,言多必失,形, ,ngian11 do24 bid2 siid2,ngianˇ doˊ bidˋ siidˋ,ngiàn-tô-pit-sṳt,ngian2-to1-pit6-siit6,,話說多了，必定有出錯的時候。　,例：言多必失，話愛講出嘴以前，一定愛先想看啊。(（言多必失，話要說出口之前，一定要先想一想。）), , ,hk0000009499-1-6　
南四縣腔,11750,原,形　副　名　動, ,ngian11,ngianˇ,ngiàn,ngian2,,1.最初、初始的。　2.未經加工的。　3.本來。　4.廣大而平坦的地方。　5.寬恕、諒解。　6.姓。　,"例：原生。
例：原油。
例：原旦。
例：平原。
例：原諒。", , ,hk0000009500-1-6　
南四縣腔,11751,原旦, , ,ngian11 dan31,ngianˇ danˋ,ngiàn-tán,ngian2-tan3,高樹|ngien11 dan31,1.從前。過去的一段時間裡。　2.本來、原本。　,"例：原旦莊頭做鬧熱，每一家人都會煮傪菜請人客，這下斯罕得看著吔！(（從前村莊裡迎神賽會，每戶人家都會辦宴席請客，現在可是很少見了！）)
例：這片原旦有一窟泉水，這下已經燥核吔。(（這邊原本有一漥泉水，現在已經乾涸了。）)",頭擺原在原底本來本成本底本旦原本原來, ,hk0000009503-1-6　
南四縣腔,11752,原稿,名, ,ngian11 go31,ngianˇ goˋ,ngiàn-kó,ngian2-ko3,,作品最初的底稿。　,例：先生將佢个原稿修改後退還佢。(（老師將他的原稿修改後退還他。）),草稿, ,hk0000009504-1-6　
南四縣腔,11753,原由,名, ,ngian11 iu11,ngianˇ iuˇ,ngiàn-yù,ngian2-yu2,,事情的緣起與由來。　,例：查明事情个原由後，村長一定會分大家一隻交代。(（查明事情的原由後，村長一定會給大家一個交代。）), , ,hk0000009506-1-6　
南四縣腔,11754,原始,形, ,ngian11 sii31,ngianˇ siiˋ,ngiàn-sṳ́,ngian2-sii3,,最早期、尚未開化的狀態。　,例：有研究講，在原始時代个社會係女權社會。(（有研究指出，在原始時代的社會是女權社會。）), , ,hk0000009510-1-6　
南四縣腔,11755,源,名, ,ngian11,ngianˇ,ngiàn,ngian2,,1.水流的出處。　2.根本、由來。　3.姓。　,"例：水源。
例：根源。", , ,hk0000009512-1-6　
南四縣腔,11756,眼,名, ,ngian31,ngianˋ,ngián,ngian3,,1.目，動物的視覺器官。　2.孔洞、小孔穴。　3.關鍵、重點。　4.專指中國劇曲中的節拍。　5.量詞。計算眼睛看的次數的單位。　,"例：青光眼。
例：針眼。
例：字眼。
例：板眼。", , ,hk0000009514-1-6　
南四縣腔,11757,眼界,名, ,ngian31 giai55,ngianˋ giai,ngián-kiai,ngian3-kiai4,,目力所及的界限。亦指所經歷事物的範圍及見識的深廣度。　,例：出國旅遊做得使人大開眼界，增加智識。(（出國旅遊能讓人大開眼界，增加智識。）), , ,hk0000009515-1-6　
南四縣腔,11758,眼光,名, ,ngian31 gong24,ngianˋ gongˊ,ngián-kông,ngian3-kong1,,1.視線、目光。　2.鑑賞、判斷的能力。　,"例：新婚大典，全部眼光集中在新娘一儕人个身項。(（新婚大典，全部眼光集中在新娘一個人的身上。）)
例：阿哥當有眼光，做生理都賺大錢。(（哥哥很有眼光，做生意都賺大錢。）)",目光眼神眼色眼水, ,hk0000009516-1-6　
南四縣腔,11759,眼力,名, ,ngian31 lid5,ngianˋ lid,ngián-li̍t,ngian3-lit5,,視覺的判斷、辨別能力。　,例：眼力好个人，連當遠个東西都看得著。(（眼力好的人，連很遠的東西都看的到。）),目水目色, ,hk0000009517-1-6　
南四縣腔,11760,眼前,名, ,ngian31 qien11,ngianˋ qienˇ,ngián-chhièn,ngian3-chhien2,,1.面前，指眼睛前面。　2.目前、現在。　,"例：行出屋外，眼前就係一片青里里个禾田。(（走出屋外，眼前就是一片綠油油的稻田。）)
例：眼前有一個當好个賺錢機會，你愛好好把扼。(（眼前有個很好的賺錢機會，你要好好把握。）)",現下目前, ,hk0000009518-1-6　
南四縣腔,11761,眼神,名, ,ngian31 siin11,ngianˋ siinˇ,ngián-sṳ̀n,ngian3-siin2,,用眼睛示意的一種動作、神態，即「眼色」。　,例：看厥眼神，就知毋係正派个人。(（看他的眼神，就知不是正派的人。）),目光眼光眼色眼水, ,hk0000009519-1-6　
南四縣腔,11762,眼中,名, ,ngian31 zung24,ngianˋ zungˊ,ngián-chûng,ngian3-chung1,,眼裡。　,例：後生人毋好眼中無人，將來正會有長進。(（年輕人不要眼中無人，將來才會有長進。）), , ,hk0000009520-1-6　
南四縣腔,11763,眼綻綻, , ,ngian31 can55 can55,ngianˋ can can,ngián-chhan-chhan,ngian3-chhan4-chhan4,,眼神散失，瞳孔張大的樣子。為受驚嚇、行將嚥氣時的表情。　,例：聽著鬼故事，就驚到眼綻綻，恁無用。(（聽到鬼故事，就嚇到眼神散失、瞳孔放大，真沒用。）),目綻綻, ,hk0000009521-1-6　
南四縣腔,11765,眼橫橫, , ,ngian31 vang11 vang11,ngianˋ vangˇ vangˇ,ngián-vàng-vàng,ngian3-vang2-vang2,,睜大兩眼，狠狠的瞪著對方。為憤恨、發怒、敵視的表情。　,例：兩兄弟有話好好講，做麼个眼橫橫？(（兄弟倆有話好好說，何必惡眼相瞪？）), , ,hk0000009526-1-6　
南四縣腔,11766,眼茫鼻花, , ,ngian31 mong11 pi55 fa24,ngianˋ mongˇ pi faˊ,ngián-mòng-phi-fâ,ngian3-mong2-phi4-fa1,高樹|ngien31 mong11 pi55 fa24,頭昏眼花。形容精神疲憊，頭腦昏沉，視線模糊的樣子。　,例：佢從昨暗晡無閒到朝晨正下班，一出公司嗄眼茫鼻花，險險橫倒。(（他從昨晚忙到早晨才下班，一出公司就頭昏眼花，差一點跌倒。）), , ,hk0000009527-1-6　
南四縣腔,11767,撚,動, ,ngian31,ngianˋ,ngián,ngian3,高樹|ngien31,以手抓握或擠壓。　,例：撚牙膏（擠牙膏）、撚鹹菜水（把鹹菜的水分擠乾、喻男子解尿）、權力撚死死(（權力緊握著）), , ,hk0000009528-1-6　
南四縣腔,11768,撚鹹菜水,動, ,ngian31 ham11 coi55 sui31,ngianˋ hamˇ coi suiˋ,ngián-hàm-chhoi-súi,ngian3-ham2-chhoi4-sui3,,1.把浸漬在缸中的鹹菜拿出來並將水分擠乾。　2.引申為男人解小便，一般多用於平輩中的俏皮語。　,"例：天時恁好！先去晒菜餔﹝蘿蔔﹞正來撚鹹菜水摎做覆菜。(（天氣這麼好！先去晒菜餔，再來擠乾鹹菜的水分和做福菜。）)
例：等下愛上車咧，大家先去撚鹹菜水。(（等一下要上車了，大家先去洗手間。）)", , ,hk0000009529-1-6　
南四縣腔,11769,彥, , ,ngian55,ngian,ngian,ngian4,,才德出眾的人士。　,例：碩彥。, , ,hk0000009530-1-6　
南四縣腔,11770,雁, , ,ngian55,ngian,ngian,ngian4,,動物名。形狀似鵝，頸和翼較長，嘴呈寬扁狀，有角質狀的細齒，以青草、穀物、水草等為主食。鳴聲嘹亮，飛時成群自成人字形。每年春分後往北飛，秋分後往南飛，為一種季節性的候鳥。　,, , ,hk0000009531-1-6　
南四縣腔,11771,諺,名, ,ngian55,ngian,ngian,ngian4,,在民間口頭流傳，具有說理、勸誡等作用的俗語。　,例：諺語。, , ,hk0000009532-1-6　
南四縣腔,11772,堯, , ,ngieu11,ngieuˇ,ngièu,ngieu2,,古帝陶唐氏的號。相傳為帝嚳之子。為五帝之一。初封於陶，又封於唐，在位百年，有德政，後傳位於舜。　,, , ,hk0000009534-1-6　
南四縣腔,11773,偶, , ,ngieu31,ngieuˋ,ngiéu,ngieu3,,1.用土、木、金屬等材料雕塑而成的人像或動物像。　2.雙數的。與「奇」相對。如二、四、六等都是偶數。　3.配偶。　4.碰巧、非經常的。　,"例：偶像。
例：偶蹄類。
例：佳偶。
例：偶遇。", , ,hk0000009535-1-6　
南四縣腔,11774,偶數, , ,ngieu31 su55,ngieuˋ su,ngiéu-su,ngieu3-su4,,雙數。相對於奇數而言。凡能以二除盡的數皆屬之，如二、四、六、八等。　,例：先生教細人仔用二、四、六、八个偶數來練習算數。(（老師教小朋友用二、四、六、八的偶數來練習算數。）),雙數, ,hk0000009536-1-6　
南四縣腔,11775,壬, , ,ngim11,ngimˇ,ngìm,ngim2,,1.天干的第九位。　2.姓。　,, , ,hk0000009537-1-6　
南四縣腔,11776,吟,動, ,ngim11,ngimˇ,ngìm,ngim2,,1.詠、誦。　2.啼叫、鳴叫。　3.古代一種詩體的名稱。如孟郊的《遊子吟》等。　,"例：吟詩作對。
例：蟬吟。", , ,hk0000009538-1-6　
南四縣腔,11777,吟詩,動, ,ngim11 sii24,ngimˇ siiˊ,ngìm-sṳ̂,ngim2-sii1,,吟詠詩文、賦詩。　,例：無論吟詩抑係畫圖佢都當慶。(（無論吟詩或是畫畫他都很行。）), , ,hk0000009539-1-6　
南四縣腔,11778,吟詩作對,動, ,ngim11 sii24 zog2 dui55,ngimˇ siiˊ zogˋ dui,ngìm-sṳ̂-chok-tui,ngim2-sii1-chok6-tui4,,吟詠詩文、寫作對聯。　,例：阿公閒時閒節當好吟詩作對。(（爺爺平時很喜歡吟詩作對。）), , ,hk0000009540-1-6　
